1738546384.021000, 0.000000
1738546384.023000, 0.000000
1738546384.023000, 0.000000
1738546384.028000, 0.000000
1738546384.032000, 0.000000
1738546384.035000, 0.000000
1738546384.039000, 0.000000
1738546384.043000, 0.000000
1738546384.047000, 0.000000
1738546384.052000, 0.000000
1738546384.055000, 0.000000
1738546384.059000, 0.000000
1738546384.063000, 0.000000
1738546384.067000, 0.000000
1738546384.072000, 0.000000
1738546384.076000, 0.000000
1738546384.079000, 0.000000
1738546384.084000, 0.000000
1738546384.087000, 0.000000
1738546384.091000, 0.000000
1738546384.095000, 0.000000
1738546384.100000, 0.000000
1738546384.104000, 0.000000
1738546384.107000, 0.000000
1738546384.111000, 0.000000
1738546384.115000, 0.000000
1738546384.120000, 0.000000
1738546384.124000, 0.000000
1738546384.127000, 0.000000
1738546384.132000, 0.000000
1738546384.135000, 0.000000
1738546384.139000, 0.000000
1738546384.143000, 0.000000
1738546384.147000, 0.000000
1738546384.152000, 0.000000
1738546384.156000, 0.000000
1738546384.159000, 0.000000
1738546384.163000, 0.000000
1738546384.167000, 0.000000
1738546384.172000, 0.000000
1738546384.176000, 0.000000
1738546384.179000, 0.000000
1738546384.183000, 0.000000
1738546384.188000, 0.000000
1738546384.191000, 0.000000
1738546384.196000, 0.000000
1738546384.200000, 0.000000
1738546384.204000, 0.000000
1738546384.208000, 0.000000
1738546384.212000, 0.000000
1738546384.216000, 0.000000
1738546384.220000, 0.000000
1738546384.224000, 0.000000
1738546384.228000, 0.000000
1738546384.232000, 0.000000
1738546384.235000, 0.000000
1738546384.239000, 0.000000
1738546384.243000, 0.000000
1738546384.248000, 0.000000
1738546384.252000, 0.000000
1738546384.256000, 0.000000
1738546384.260000, 0.000000
1738546384.264000, 0.000000
1738546384.268000, 0.000000
1738546384.272000, 0.000000
1738546384.275000, 0.000000
1738546384.279000, 0.000000
1738546384.283000, 0.000000
1738546384.287000, 0.000000
1738546384.292000, 0.000000
1738546384.296000, 0.000000
1738546384.300000, 0.000000
1738546384.304000, 0.000000
1738546384.307000, 0.000000
1738546384.311000, 0.000000
1738546384.315000, 0.000000
1738546384.319000, 0.000000
1738546384.323000, 0.000000
1738546384.327000, 0.000000
1738546384.332000, 0.000000
1738546384.336000, 0.000000
1738546384.339000, 0.000000
1738546384.343000, 0.000000
1738546384.347000, 0.000000
1738546384.352000, 0.000000
1738546384.356000, 0.000000
1738546384.360000, 0.000000
1738546384.364000, 0.000000
1738546384.367000, 0.000000
1738546384.371000, 0.000000
1738546384.375000, 0.000000
1738546384.380000, 0.000000
1738546384.384000, 0.000000
1738546384.388000, 0.000000
1738546384.392000, 0.000000
1738546384.396000, 0.000000
1738546384.400000, 0.000000
1738546384.404000, 0.000000
1738546384.407000, 0.000000
1738546384.411000, 0.000000
1738546384.415000, 0.000000
1738546384.420000, 0.000000
1738546384.424000, 0.000000
1738546384.428000, 0.000000
1738546384.431000, 0.000000
1738546384.435000, 0.000000
1738546384.439000, 0.000000
1738546384.443000, 0.000000
1738546384.447000, 0.000000
1738546384.452000, 0.000000
1738546384.456000, 0.000000
1738546384.459000, 0.000000
1738546384.463000, 0.000000
1738546384.467000, 0.000000
1738546384.471000, 0.000000
1738546384.476000, 0.000000
1738546384.479000, 0.000000
1738546384.483000, 0.000000
1738546384.487000, 0.000000
1738546384.492000, 0.000000
1738546384.496000, 0.000000
1738546384.500000, 0.000000
1738546384.504000, 0.000000
1738546384.508000, 0.000000
1738546384.512000, 0.000000
1738546384.516000, 0.000000
1738546384.520000, 0.000000
1738546384.524000, 0.000000
1738546384.528000, 0.000000
1738546384.532000, 0.000000
1738546384.536000, 0.000000
1738546384.540000, 0.000000
1738546384.544000, 0.000000
1738546384.548000, 0.000000
1738546384.552000, 0.000000
1738546384.556000, 0.000000
1738546384.560000, 0.000000
1738546384.564000, 0.000000
1738546384.568000, 0.000000
1738546384.572000, 0.000000
1738546384.576000, 0.000000
1738546384.579000, 0.000000
1738546384.584000, 0.000000
1738546384.588000, 0.000000
1738546384.591000, 0.000000
1738546384.595000, 0.000000
1738546384.600000, 0.000000
1738546384.604000, 0.000000
1738546384.608000, 0.000000
1738546384.612000, 0.000000
1738546384.616000, 0.000000
1738546384.620000, 0.000000
1738546384.624000, 0.000000
1738546384.628000, 0.000000
1738546384.632000, 0.000000
1738546384.636000, 0.000000
1738546384.640000, 0.000000
1738546384.644000, 0.000000
1738546384.648000, 0.000000
1738546384.652000, 0.000000
1738546384.655000, 0.000000
1738546384.659000, 0.000000
1738546384.663000, 0.000000
1738546384.668000, 0.000000
1738546384.672000, 0.000000
1738546384.676000, 0.000000
1738546384.679000, 0.000000
1738546384.683000, 0.000000
1738546384.687000, 0.000000
1738546384.691000, 0.000000
1738546384.696000, 0.000000
1738546384.700000, 0.000000
1738546384.704000, 0.000000
1738546384.708000, 0.000000
1738546384.712000, 0.000000
1738546384.715000, 0.000000
1738546384.719000, 0.000000
1738546384.723000, 0.000000
1738546384.727000, 0.000000
1738546384.732000, 0.000000
1738546384.736000, 0.000000
1738546384.740000, 0.000000
1738546384.744000, 0.000000
1738546384.748000, 0.000000
1738546384.752000, 0.000000
1738546384.756000, 0.000000
1738546384.760000, 0.000000
1738546384.764000, 0.000000
1738546384.768000, 0.000000
1738546384.772000, 0.000000
1738546384.776000, 0.000000
1738546384.780000, 0.000000
1738546384.784000, 0.000000
1738546384.788000, 0.000000
1738546384.792000, 0.000000
1738546384.796000, 0.000000
1738546384.800000, 0.000000
1738546384.804000, 0.000000
1738546384.808000, 0.000000
1738546384.812000, 0.000000
1738546384.816000, 0.000000
1738546384.819000, 0.000000
1738546384.823000, 0.000000
1738546384.827000, 0.000000
1738546384.832000, 0.000000
